"","dateCrawled","name","seller","offerType","price","abtest","vehicleType","yearOfRegistration","gearbox","powerPS","model","kilometer","monthOfRegistration","fuelType","brand","notRepairedDamage","dateCreated","nrOfPictures","postalCode","lastSeen"
"135265","2016-03-07 16:46:19","Volkswagen_Golf_4_1.4_16V_zu_verkaufen!","privat","Angebot",1299,"control","",2017,"manuell",75,"golf",150000,1,"benzin","volkswagen","","2016-03-07 00:00:00",0,42327,"2016-03-07 21:16:57"
"22519","2016-03-09 18:38:35","VW_GOLF_GTI_JUBI_25_JAHRE__1.8T","privat","Angebot",6500,"test","coupe",2002,"manuell",179,"golf",150000,8,"benzin","volkswagen","","2016-03-09 00:00:00",0,71364,"2016-03-15 05:17:19"
"14583","2016-03-09 18:41:26","A3_S_Line_2_0_Navi_Leder","privat","Angebot",3300,"test","kleinwagen",2005,"",0,"a3",150000,6,"diesel","audi","","2016-03-09 00:00:00",0,30169,"2016-03-09 18:41:26"
"74537","2016-03-23 07:36:59","Renault_Megane_Automatik","privat","Angebot",950,"control","andere",1999,"automatik",90,"megane",150000,3,"benzin","renault","","2016-03-23 00:00:00",0,28857,"2016-04-01 11:47:37"
"158478","2016-03-23 18:45:07","Ford_Focus_Turnier","privat","Angebot",1150,"test","kombi",1999,"manuell",116,"focus",150000,6,"benzin","ford","nein","2016-03-23 00:00:00",0,7989,"2016-04-03 22:16:36"
"126655","2016-03-14 17:47:40","Opel_Corsa_1.2_16V_Sport","privat","Angebot",1888,"test","kleinwagen",2002,"manuell",75,"corsa",125000,6,"benzin","opel","nein","2016-03-14 00:00:00",0,44532,"2016-04-06 00:45:54"
"45730","2016-03-14 15:56:45","Mercedes_Benz_E220_CDI_T_Modell_gepflegt_mit_Tuev_bis_12.2017","privat","Angebot",7490,"control","kombi",2006,"manuell",170,"e_klasse",150000,10,"diesel","mercedes_benz","nein","2016-03-14 00:00:00",0,25885,"2016-03-31 03:46:42"
"106569","2016-03-27 20:42:07","Audi_TT_Coupe_1.8_T_Xenon_Leder","privat","Angebot",10800,"control","coupe",2006,"manuell",190,"tt",100000,3,"benzin","audi","nein","2016-03-27 00:00:00",0,93488,"2016-04-05 18:45:56"
"124423","2016-03-10 18:45:27","Polo_6N_zu_verkaufen","privat","Angebot",450,"test","kleinwagen",1997,"manuell",60,"polo",150000,2,"benzin","volkswagen","nein","2016-03-10 00:00:00",0,73433,"2016-03-20 06:17:56"
"3610","2016-03-25 20:36:20","Clio_2_mit_frischen_TÜV_bis_3.2018","privat","Angebot",1250,"control","kleinwagen",2001,"manuell",0,"clio",150000,7,"benzin","renault","","2016-03-25 00:00:00",0,60320,"2016-04-07 02:45:54"
"16602","2016-03-08 12:45:51","Skoda_Octavia_Combi_2.0_FSI_Elegance","privat","Angebot",5990,"test","kombi",2005,"manuell",150,"octavia",150000,10,"benzin","skoda","nein","2016-03-08 00:00:00",0,67112,"2016-04-05 11:49:45"
"36117","2016-03-18 22:49:41","Mitsubishi_L200","privat","Angebot",0,"test","suv",2011,"automatik",178,"andere",100000,9,"diesel","mitsubishi","","2016-03-18 00:00:00",0,38899,"2016-04-06 02:17:36"
"178597","2016-03-16 14:45:40","Golf_4_in_Anthrazit_2_Liter","privat","Angebot",2100,"test","limousine",2000,"manuell",115,"golf",150000,2,"benzin","volkswagen","","2016-03-16 00:00:00",0,12205,"2016-03-16 14:45:40"
"71043","2016-03-05 23:55:30","BMW_730i_V8","privat","Angebot",3000,"control","limousine",1994,"automatik",218,"7er",150000,2,"benzin","bmw","nein","2016-03-05 00:00:00",0,3226,"2016-04-06 01:46:21"
"171205","2016-03-16 16:49:51","Volkswagen_VW_Polo_9N_1.2_So/Wi_Reifen_TÜV_NEU_sehr_gepflegt","privat","Angebot",2000,"control","kleinwagen",2004,"manuell",54,"polo",150000,12,"benzin","volkswagen","nein","2016-03-16 00:00:00",0,96355,"2016-03-20 16:19:28"
"17520","2016-03-08 16:50:26","Audi_A4_Avant_Bastlerfahrzeug","privat","Angebot",1600,"test","kombi",1998,"manuell",125,"a4",150000,5,"benzin","audi","ja","2016-03-08 00:00:00",0,30455,"2016-04-07 02:46:15"
"148140","2016-03-06 01:57:31","Volkswagen_Passat_Variant_1.8_5V_Turbo_Lederausstattung","privat","Angebot",2150,"control","kombi",2001,"automatik",150,"passat",150000,9,"benzin","volkswagen","nein","2016-03-06 00:00:00",0,59505,"2016-03-31 04:16:14"
"157840","2016-03-19 15:51:24","Opel_Corsa_C_Bj.2003_Njoy_1_0_L._Schwarz_Met._Unfalwagen","privat","Angebot",950,"control","",2017,"manuell",0,"corsa",150000,0,"benzin","opel","ja","2016-03-19 00:00:00",0,44359,"2016-03-19 15:51:24"
"177903","2016-03-22 20:49:06","Mercedes_Benz_C_270_CDI_Avantgarde_Original","privat","Angebot",3400,"control","limousine",2002,"automatik",170,"c_klasse",150000,12,"diesel","mercedes_benz","nein","2016-03-22 00:00:00",0,77933,"2016-03-22 20:49:06"
"107277","2016-03-12 11:50:58","VW_Passat__Highline_4_Motion_V6_2_8L","privat","Angebot",2850,"test","limousine",2000,"automatik",193,"passat",150000,11,"benzin","volkswagen","nein","2016-03-12 00:00:00",0,78467,"2016-03-13 03:15:46"
"49868","2016-03-05 14:55:52","OPEL_Astra_2.0_CDTI_Innovation_5trg_160PS_SCHWARZ_NAVI_18_Zoll_WR","privat","Angebot",13490,"control","limousine",2011,"manuell",160,"astra",50000,9,"diesel","opel","nein","2016-02-06 00:00:00",0,45968,"2016-03-23 00:17:14"
"146580","2016-03-30 14:44:41","Fiat_500_1.2_Pop","privat","Angebot",5900,"control","kleinwagen",2009,"manuell",69,"500",50000,5,"benzin","fiat","nein","2016-03-30 00:00:00",0,93055,"2016-04-07 05:15:59"
"74755","2016-03-07 08:54:12","Opel_Vectra_2.2_Automatik","privat","Angebot",1200,"control","limousine",2005,"automatik",155,"vectra",150000,6,"benzin","opel","ja","2016-03-07 00:00:00",0,68305,"2016-03-08 06:45:16"
"63208","2016-03-11 12:54:51","Mercedes_Benz_E_280_T_CDI_Avantgarde_DPF___Comand_DVD","privat","Angebot",12495,"test","kombi",2008,"manuell",190,"e_klasse",150000,2,"diesel","mercedes_benz","nein","2016-03-11 00:00:00",0,59075,"2016-04-07 06:45:59"
"169270","2016-03-22 21:46:41","Opel_Corsa","privat","Angebot",1900,"control","kleinwagen",2002,"manuell",75,"corsa",150000,0,"benzin","opel","nein","2016-03-22 00:00:00",0,31303,"2016-04-06 16:18:02"
"99204","2016-03-18 16:51:27","Hyundai_Santa_Fe_2.4_2WD_GLS","privat","Angebot",1450,"test","suv",2001,"manuell",145,"santa",150000,11,"benzin","hyundai","nein","2016-03-18 00:00:00",0,46238,"2016-03-18 16:51:27"
"28157","2016-03-19 11:46:17","VW_Golf___Young_Family__Kombi_Original_13500_km_zu_verkaufen.","privat","Angebot",900,"test","kombi",1995,"manuell",60,"golf",150000,6,"benzin","volkswagen","nein","2016-03-19 00:00:00",0,45966,"2016-03-19 11:46:17"
"86412","2016-04-01 16:50:08","Mini_one___Schwarz","privat","Angebot",3800,"control","kleinwagen",2002,"manuell",90,"one",150000,11,"benzin","mini","","2016-04-01 00:00:00",0,47805,"2016-04-05 12:17:06"
"85660","2016-03-18 23:38:49","Skoda_Yeti_2.0_TDI_Elegance","privat","Angebot",14200,"test","suv",2012,"manuell",110,"yeti",125000,9,"diesel","skoda","nein","2016-03-18 00:00:00",0,56379,"2016-04-06 19:45:11"
"127133","2016-03-21 12:38:13","Honda_CR_V_2.2i_CTDi_DPF_Elegance","privat","Angebot",13900,"control","suv",2008,"manuell",140,"cr_reihe",70000,9,"diesel","honda","nein","2016-03-21 00:00:00",0,28816,"2016-04-06 06:45:09"
"131075","2016-03-14 19:50:16","BMW_525d_Touring_Aut._Sportpaket","privat","Angebot",8800,"test","kombi",2005,"automatik",177,"5er",150000,4,"diesel","bmw","nein","2016-03-14 00:00:00",0,61476,"2016-04-06 14:47:12"
"6592","2016-03-21 18:50:00","Mercedes_Benz_Vito_112_CDI_mit_Rollstuhl_Lift","privat","Angebot",2850,"test","bus",2001,"automatik",122,"vito",150000,2,"diesel","mercedes_benz","ja","2016-03-21 00:00:00",0,73079,"2016-03-23 00:15:32"
"98707","2016-04-02 22:53:53","Skoda_Citigo_1.0_MPI_Ambition_/_TÜV_neu_/_Klimaanlage","privat","Angebot",5990,"test","kleinwagen",2012,"manuell",60,"citigo",40000,11,"benzin","skoda","nein","2016-04-02 00:00:00",0,22083,"2016-04-07 00:46:25"
"84095","2016-03-30 00:46:38","Zu_verkaufen_vw_polo_1_2_motor","privat","Angebot",1350,"test","",2018,"manuell",0,"polo",150000,5,"","volkswagen","","2016-03-29 00:00:00",0,27568,"2016-03-30 06:40:30"
"39951","2016-03-16 19:50:51","Bmw_e46_316i_Titansilber","privat","Angebot",1800,"test","limousine",2000,"manuell",105,"",150000,4,"benzin","bmw","","2016-03-16 00:00:00",0,75417,"2016-03-20 20:48:27"
"18153","2016-03-29 17:53:14","Verkaufe_meinen_Lupo_als_bastlerfahrzeug_oder_zum_ausschlachten","privat","Angebot",175,"control","kleinwagen",1998,"manuell",49,"lupo",150000,12,"benzin","volkswagen","ja","2016-03-29 00:00:00",0,82538,"2016-03-29 17:53:14"
"153205","2016-03-28 23:56:21","Volkswagen_Scirocco_DSG_R","privat","Angebot",18999,"test","coupe",2010,"automatik",265,"scirocco",90000,11,"benzin","volkswagen","nein","2016-03-28 00:00:00",0,23627,"2016-04-05 14:17:32"
"55175","2016-03-07 16:46:41","Mercedes_Benz_SLK_200__BlueEFFICIENCY_","privat","Angebot",22900,"control","cabrio",2012,"manuell",184,"slk",50000,4,"benzin","mercedes_benz","nein","2016-03-07 00:00:00",0,88069,"2016-03-12 08:45:59"
"171479","2016-03-16 00:57:57","Ford_KA___sauber___frisch_TÜV_Klima","privat","Angebot",1099,"test","",2018,"",0,"ka",125000,0,"","ford","","2016-03-15 00:00:00",0,47167,"2016-03-21 08:46:03"
"31404","2016-03-05 17:51:57","Volkswagen_Passat_2.5_TDI_V6_4Motion_Vollausstattung","privat","Angebot",3190,"test","limousine",2003,"automatik",150,"passat",150000,1,"diesel","volkswagen","nein","2016-03-05 00:00:00",0,46045,"2016-03-17 01:17:05"
"23149","2016-04-07 12:36:33","Alfa_Romeo_Giulia_combi","privat","Angebot",1400,"test","kombi",2000,"manuell",0,"156",150000,0,"","alfa_romeo","nein","2016-04-07 00:00:00",0,84364,"2016-04-07 12:36:33"
"80973","2016-03-26 17:51:11","Mazda_323_F_2.0_DITD_Comfort_Schiebedach___Schaden","privat","Angebot",550,"control","limousine",2001,"manuell",101,"3_reihe",150000,5,"diesel","mazda","ja","2016-03-26 00:00:00",0,91785,"2016-03-26 17:51:11"
"5781","2016-03-28 17:57:23","Kia_Rio_1.5_LS","privat","Angebot",1500,"test","kombi",2002,"manuell",98,"rio",150000,7,"benzin","kia","nein","2016-03-28 00:00:00",0,23701,"2016-04-07 00:18:02"
"171893","2016-03-13 12:06:42","Skoda_Octavia_Combi_2.0_TDI_DPF_RS","privat","Angebot",5700,"control","kombi",2006,"manuell",170,"octavia",150000,2,"diesel","skoda","nein","2016-03-13 00:00:00",0,60388,"2016-04-05 23:16:35"
"90659","2016-03-22 21:58:37","Vw_passat_1.8_turbo_VB","privat","Angebot",3100,"control","limousine",2000,"manuell",150,"passat",150000,1,"benzin","volkswagen","","2016-03-22 00:00:00",0,51149,"2016-03-30 04:47:33"
"100872","2016-03-22 12:57:53","Chevrolet_Cruze_1.8_LS_PLUS","privat","Angebot",6900,"control","limousine",2011,"manuell",141,"andere",125000,4,"benzin","chevrolet","nein","2016-03-22 00:00:00",0,63303,"2016-04-07 00:16:53"
"99155","2016-03-06 11:46:52","Audi_TTS_Coupe_S_tronic","privat","Angebot",19999,"test","coupe",2009,"automatik",272,"tt",125000,11,"benzin","audi","nein","2016-03-06 00:00:00",0,12159,"2016-03-21 11:15:37"
"139921","2016-03-15 08:53:44","Mercedes_S350","privat","Angebot",17000,"test","",2017,"automatik",272,"s_klasse",125000,10,"","mercedes_benz","nein","2016-03-15 00:00:00",0,28325,"2016-04-05 18:16:52"
"155652","2016-03-15 19:40:57","Chrysler_Sebring_Cabrio_2.7_LX_Original_75.914_KM_Top","privat","Angebot",5499,"control","cabrio",2001,"automatik",203,"andere",80000,3,"benzin","chrysler","nein","2016-03-15 00:00:00",0,44805,"2016-04-06 22:44:37"
"101097","2016-03-15 21:37:45","Volkswagen_Golf_1.8_Highline","privat","Angebot",3500,"control","limousine",1999,"manuell",125,"golf",150000,1,"benzin","volkswagen","nein","2016-03-15 00:00:00",0,75223,"2016-03-20 22:16:05"
"133083","2016-03-24 13:55:13","Volkswagen_Golf_Variant_2.0_TDI_DPF_DSG_Comfortline","privat","Angebot",7550,"control","kombi",2008,"automatik",140,"golf",125000,10,"diesel","volkswagen","nein","2016-03-24 00:00:00",0,53424,"2016-03-27 10:44:33"
"58321","2016-03-29 14:39:31","Audi_A4_2.0_TDI_DPF_Ambition","privat","Angebot",14399,"test","limousine",2009,"manuell",143,"a4",150000,5,"diesel","audi","nein","2016-03-29 00:00:00",0,13589,"2016-04-05 23:47:05"
"25131","2016-03-07 23:36:45","Skoda_Octavia_Combi_Green_Line_1_6_TDI_77_KW/105_PS__Baujahr_2011","privat","Angebot",6990,"test","kombi",2011,"manuell",105,"octavia",150000,10,"diesel","skoda","nein","2016-03-07 00:00:00",0,96129,"2016-03-08 07:42:37"
"41691","2016-04-01 15:49:38","Chrysler_PT_Cruiser_2.2_CRD_Touring","privat","Angebot",1600,"test","kombi",2005,"manuell",121,"ptcruiser",150000,8,"diesel","chrysler","ja","2016-04-01 00:00:00",0,66625,"2016-04-07 13:50:12"
"149547","2016-03-14 00:48:33","Volkswagen_Caddy","privat","Angebot",1950,"control","kombi",1997,"",0,"caddy",125000,6,"diesel","volkswagen","nein","2016-03-13 00:00:00",0,1689,"2016-03-17 17:44:43"
"79807","2016-03-14 13:50:28","VW_Fox__1.2__54PS__Tuev_bis_12/16__Top_Zustand!","privat","Angebot",2300,"test","kleinwagen",2007,"manuell",54,"fox",100000,10,"benzin","volkswagen","nein","2016-03-14 00:00:00",0,34266,"2016-04-05 15:15:36"
"86617","2016-03-17 15:55:58","Volkswagen_Passat_2.0_TDI","privat","Angebot",6499,"test","limousine",2005,"manuell",140,"passat",150000,8,"diesel","volkswagen","nein","2016-03-17 00:00:00",0,28832,"2016-03-24 11:15:39"
"143509","2016-03-11 02:36:43","Volvo_PV544_Oldtimer_alle_Dokumente_bis_1961","privat","Angebot",7000,"control","coupe",1961,"manuell",60,"andere",60000,10,"benzin","volvo","nein","2016-03-11 00:00:00",0,91639,"2016-04-02 06:46:38"
"157754","2016-03-17 14:51:08","Honda_CR_V","privat","Angebot",3500,"control","suv",1999,"automatik",147,"cr_reihe",150000,1,"benzin","honda","ja","2016-03-17 00:00:00",0,89160,"2016-04-06 21:17:50"
"164496","2016-04-02 13:39:03","Volkswagen_Golf_Variant_1.4","privat","Angebot",6500,"test","kombi",2006,"manuell",75,"golf",50000,5,"benzin","volkswagen","nein","2016-04-02 00:00:00",0,24251,"2016-04-06 11:44:54"
"47681","2016-03-11 18:44:27","Audi_A4_B7__1_Jahr_TÜV_8_fach_bereift","privat","Angebot",999,"test","",2017,"manuell",163,"a4",150000,0,"benzin","audi","","2016-03-11 00:00:00",0,22941,"2016-03-11 18:44:27"
"156142","2016-03-05 18:57:39","Citroen_Saxo_1.1_fuer_Bastler_!!_Fahrbereit_!!","privat","Angebot",300,"test","kleinwagen",1998,"manuell",66,"andere",150000,0,"benzin","citroen","","2016-03-05 00:00:00",0,72175,"2016-03-06 03:17:32"
"158989","2016-03-08 13:39:15","BMW__E30_320i_mit_325i_Motor__an_Liebhaber_abzugeben","privat","Angebot",2800,"control","limousine",1988,"manuell",170,"3er",150000,1,"benzin","bmw","nein","2016-03-08 00:00:00",0,3226,"2016-03-18 01:18:16"
"174950","2016-03-10 16:06:19","BMW_318ti","privat","Angebot",1000,"test","coupe",1996,"manuell",140,"3er",150000,6,"benzin","bmw","nein","2016-03-10 00:00:00",0,65795,"2016-03-17 11:18:43"
"67094","2016-03-30 18:06:20","Peugeot_107_70_Filou","privat","Angebot",4450,"control","kleinwagen",2010,"manuell",68,"1_reihe",40000,7,"benzin","peugeot","nein","2016-03-30 00:00:00",0,65795,"2016-04-03 11:47:55"
"182924","2016-03-14 07:55:42","Renault_clio_neue_TUV_!!","privat","Angebot",750,"control","",2018,"manuell",0,"clio",150000,0,"","renault","","2016-03-14 00:00:00",0,30823,"2016-03-14 09:44:02"
"133702","2016-03-31 09:50:17","TOP_Fiat_500_Dualogic_1.2_Lounge_nur_von_Frauen_gefahren!","privat","Angebot",8299,"control","",2017,"automatik",69,"500",40000,4,"","fiat","nein","2016-03-31 00:00:00",0,10315,"2016-04-06 03:15:54"
"89921","2016-03-24 15:52:06","Ford_Focus_Turnier_1.6_TDCi_super_Urlaubswagen","privat","Angebot",3650,"test","kombi",2005,"manuell",109,"focus",125000,11,"diesel","ford","nein","2016-03-24 00:00:00",0,58285,"2016-04-07 07:46:41"
"136206","2016-03-09 21:38:18","Opel_Zafira_2.2_DTI_Edition","privat","Angebot",1400,"test","bus",2003,"manuell",125,"zafira",150000,1,"diesel","opel","nein","2016-03-09 00:00:00",0,72793,"2016-03-16 06:47:49"
"78197","2016-04-03 11:37:26","BMW_e36_316i_TÜV_07.2017","privat","Angebot",1450,"control","limousine",1996,"manuell",103,"3er",150000,7,"","bmw","","2016-04-03 00:00:00",0,89250,"2016-04-07 12:44:42"
"68628","2016-03-27 12:50:34","Vw_Polo_1.2l_3_Tueren","privat","Angebot",2200,"test","kleinwagen",2003,"manuell",60,"polo",150000,2,"benzin","volkswagen","nein","2016-03-27 00:00:00",0,46244,"2016-04-07 08:17:41"
"68377","2016-03-10 09:53:51","Mazda_Sporty","privat","Angebot",1000,"test","limousine",2002,"manuell",98,"3_reihe",125000,6,"benzin","mazda","nein","2016-03-10 00:00:00",0,40225,"2016-03-10 09:53:51"
"61099","2016-04-04 23:00:15","ford_mondeo_benzin_TNG","privat","Angebot",1290,"test","kombi",2002,"manuell",137,"mondeo",150000,0,"lpg","ford","","2016-04-04 00:00:00",0,85221,"2016-04-07 02:44:32"
"8466","2016-03-25 14:54:25","Focus_Coupe_/_Cabrio_2.0_TDCi_Titanium_sehr_gepflegt","privat","Angebot",7950,"control","cabrio",2007,"manuell",136,"focus",150000,4,"diesel","ford","nein","2016-03-25 00:00:00",0,21775,"2016-04-06 18:18:38"
"12023","2016-03-12 07:36:43","Opel_astra_1.9_cdti","privat","Angebot",1800,"control","kombi",2005,"manuell",120,"astra",150000,5,"","opel","ja","2016-03-12 00:00:00",0,58566,"2016-03-12 09:43:37"
"30504","2016-03-28 17:49:51","Volkswagen_Golf_1.6_Pink_Floyd_TÜV_12/2017__8_Fach_bereift","privat","Angebot",899,"test","limousine",1994,"manuell",75,"golf",150000,7,"benzin","volkswagen","nein","2016-03-28 00:00:00",0,89555,"2016-04-06 23:45:56"
"143860","2016-04-04 16:48:22","Schlachtfest_oder_komplett_BMW_e36_325i_Cabrio_M_Packet","privat","Angebot",1,"test","cabrio",1994,"manuell",0,"3er",150000,2,"benzin","bmw","","2016-04-04 00:00:00",0,53721,"2016-04-04 16:48:22"
"76894","2016-03-09 13:01:02","Motorsport_Corsa_B_ca.120_Ps","privat","Angebot",0,"control","andere",1993,"manuell",120,"corsa",5000,0,"benzin","opel","","2016-03-09 00:00:00",0,86956,"2016-04-06 01:50:09"
"182363","2016-03-08 16:52:16","skoda_oktavia_1.9_TDI_comfort","privat","Angebot",3800,"test","kombi",2003,"manuell",90,"octavia",150000,4,"diesel","skoda","","2016-03-08 00:00:00",0,10829,"2016-03-20 21:19:29"
"66734","2016-03-13 22:38:24","Opel_Signum_2.2_DTI","privat","Angebot",2650,"control","kombi",2004,"manuell",125,"signum",150000,3,"diesel","opel","nein","2016-03-13 00:00:00",0,48527,"2016-04-06 19:17:03"
"117073","2016-03-28 13:57:33","Mercedes_E_280_T_Modell__Automatik__AHK__Leder__Baujahr_10/1995","privat","Angebot",1800,"test","kombi",1995,"automatik",193,"e_klasse",150000,10,"benzin","mercedes_benz","","2016-03-28 00:00:00",0,72202,"2016-03-31 22:45:39"
"147797","2016-03-27 18:44:25","A4_Edel_und_Schick","privat","Angebot",9000,"control","limousine",2001,"automatik",0,"a8",10000,12,"benzin","audi","nein","2016-03-27 00:00:00",0,12681,"2016-03-29 08:15:57"
"112929","2016-03-15 12:25:25","Jeep_Wrangler_2.4_Sport","privat","Angebot",12400,"test","suv",2006,"manuell",143,"wrangler",90000,8,"benzin","jeep","nein","2016-03-15 00:00:00",0,60316,"2016-04-07 13:15:31"
"169118","2016-03-23 12:51:19","Seat_Leon_2.0_FSI","privat","Angebot",5000,"control","limousine",2006,"manuell",150,"leon",150000,5,"benzin","seat","nein","2016-03-23 00:00:00",0,98666,"2016-04-05 12:45:10"
"108262","2016-03-21 14:49:01","Golf_III_Pink_Floyd_zum_ausschlachten","privat","Angebot",0,"control","",1995,"manuell",55,"golf",5000,0,"","volkswagen","ja","2016-03-21 00:00:00",0,96317,"2016-03-21 14:49:01"
"33086","2016-03-22 19:48:28","Audi_A4_Avant_2.5_TDI_quattro","privat","Angebot",1999,"test","kombi",2002,"automatik",179,"a4",150000,12,"diesel","audi","ja","2016-03-22 00:00:00",0,69234,"2016-03-24 04:18:15"
"26451","2016-03-26 12:40:12","Andere_Panhard_PL_17","privat","Angebot",13900,"control","limousine",1959,"manuell",42,"",10000,5,"benzin","sonstige_autos","nein","2016-03-26 00:00:00",0,79238,"2016-04-05 23:46:49"
"13695","2016-03-12 20:57:34","Mercedes_Benz_B_200_CDI_Sports_Tourer","privat","Angebot",7900,"test","bus",2006,"automatik",140,"b_klasse",125000,11,"diesel","mercedes_benz","nein","2016-03-12 00:00:00",0,63150,"2016-04-05 16:45:08"
"155817","2016-03-16 23:47:29","Mercedes_Benz_GLK_220_CDI_DPF_4Matic_BlueEFFICIENCY_7G_TRONIC","privat","Angebot",23900,"test","suv",2010,"automatik",170,"glk",80000,11,"diesel","mercedes_benz","nein","2016-03-16 00:00:00",0,70806,"2016-04-05 14:17:25"
"169494","2016-03-19 18:43:25","Schrottauto_Golf_2","privat","Angebot",400,"test","limousine",1991,"automatik",90,"golf",150000,1,"lpg","volkswagen","ja","2016-03-19 00:00:00",0,63691,"2016-04-07 05:44:22"
"115097","2016-03-13 18:37:54","Renault_Kangoo_Rapid_dCi_1.5","privat","Angebot",6500,"test","",2018,"manuell",0,"kangoo",40000,4,"diesel","renault","nein","2016-03-13 00:00:00",0,47829,"2016-03-15 18:16:55"
"36634","2016-03-17 15:58:33","Audi_A4_3.0_TDI_DPF_quattro_S_tronic","privat","Angebot",17990,"test","limousine",2011,"automatik",239,"a4",100000,10,"diesel","audi","nein","2016-03-17 00:00:00",0,99830,"2016-03-19 16:16:54"
