company;product;typename;inches;screenresolution;cpu_company;cpu_type;cpu_frequency_ghz;ram_gb;memory;gpu_company;gpu_type;opsys;weight_kg;price_euro
Asus;X541NA-GO414T (N3350/8GB/1TB/W10);Notebook;156;1366x768;Intel;Celeron Dual Core N3350;11;80;1TB HDD;Intel;HD Graphics 500;Windows 10;20;3990
Asus;VivoBook Pro;Notebook;156;Full HD 1920x1080;Intel;Core i5 7300HQ;25;80;1TB HDD;Nvidia;GeForce GTX 1050;Windows 10;199;90662
Dell;XPS 13;Ultrabook;133;Quad HD+ / Touchscreen 3200x1800;Intel;Core i5 8250U;16;80;256GB SSD;Intel;UHD Graphics 620;Windows 10;123;18690
Lenovo;IdeaPad 100S-14IBR;Notebook;140;1366x768;Intel;Celeron Dual Core N3060;16;20;32GB Flash Storage;Intel;HD Graphics 400;Windows 10;142;2490
Lenovo;Thinkpad Yoga;2 in 1 Convertible;133;IPS Panel Full HD / Touchscreen 1920x1080;Intel;Core i7 7500U;27;80;256GB SSD;Intel;HD Graphics 620;Windows 10;137;175742
Dell;XPS 15;Notebook;156;4K Ultra HD / Touchscreen 3840x2160;Intel;Core i7 7700HQ;28;160;1TB SSD;Nvidia;GeForce GTX 1050;Windows 10;206;23990
Lenovo;Legion Y520-15IKBN;Gaming;156;IPS Panel Full HD 1920x1080;Intel;Core i7 7700HQ;28;80;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 1050M;Windows 10;25;11090
HP;17-AK091ND (A9-9420/8GB/1TB/W10);Notebook;170;1600x900;AMD;A9-Series 9420;30;80;1TB HDD;AMD;Radeon R5;Windows 10;26;5209
Lenovo;ThinkPad X1;Ultrabook;140;IPS Panel Full HD 1920x1080;Intel;Core i7 7500U;27;160;512GB SSD;Intel;HD Graphics 620;Windows 10;114;24500
Asus;ROG GL553VE-FY022;Gaming;156;IPS Panel Full HD 1920x1080;Intel;Core i7 7700HQ;28;80;1TB HDD;Nvidia;GeForce GTX 1050 Ti;No OS;25;11690
Acer;Extensa EX2540;Notebook;156;1366x768;Intel;Core i3 6006U;20;40;500GB HDD;Intel;HD Graphics 520;Windows 10;24;4500
Lenovo;IdeaPad 100S-14IBR;Notebook;140;1366x768;Intel;Celeron Dual Core N3060;16;40;32GB Flash Storage;Intel;HD Graphics;Windows 10;143;2740
Acer;Swift 3;Ultrabook;140;IPS Panel Full HD 1920x1080;Intel;Core i5 7200U;25;80;256GB SSD;Intel;Graphics 620;Windows 10;18;9190
Razer;Blade Pro;Gaming;140;Full HD 1920x1080;Intel;Core i7 7700HQ;28;160;256GB SSD;Nvidia;GeForce GTX 1060;Windows 10;195;25990
Toshiba;Portege Z30-C-16J;Notebook;133;Full HD 1920x1080;Intel;Core i5 6200U;23;80;256GB SSD;Intel;HD Graphics 520;Windows 10;1,2E+16;12130
Lenovo;Thinkpad X270;Ultrabook;125;IPS Panel Full HD 1920x1080;Intel;Core i7 7500U;27;80;256GB SSD;Intel;HD Graphics 620;Windows 10;136;15840
Asus;ROG G701VI;Gaming;173;IPS Panel Full HD 1920x1080;Intel;Core i7 6820HK;27;320;512GB SSD;Nvidia;GeForce GTX 1080;Windows 10;38;27990
Acer;A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce;Gaming;156;Full HD 1920x1080;Intel;Core i5 7300HQ;25;80;1TB HDD;Nvidia;GeForce GTX 1050;Linux;24;7090
Dell;XPS 13;Ultrabook;133;Full HD 1920x1080;Intel;Core i5 8250U;16;80;256GB SSD;Intel;UHD Graphics 620;Windows 10;1,2E+16;14499
MSI;GL62M 7REX;Gaming;156;Full HD 1920x1080;Intel;Core i7 7700HQ;28;80;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 1050 Ti;Windows 10;22;11918
HP;250 G6;Notebook;156;1366x768;Intel;Core i3 6006U;20;40;500GB HDD;Intel;HD Graphics 520;No OS;186;3649
Toshiba;Tecra A50-D-11M;Notebook;156;IPS Panel Full HD 1920x1080;Intel;Core i5 7200U;25;80;500GB HDD;Intel;HD Graphics 620;Windows 10;20;10640
Dell;Inspiron 5570;Notebook;156;Full HD 1920x1080;Intel;Core i7 8550U;18;80;256GB SSD;AMD;Radeon 530;Windows 10;22;9190
Dell;Inspiron 5570;Notebook;156;Full HD 1920x1080;Intel;Core i7 8550U;18;160;256GB SSD +  2TB HDD;AMD;Radeon 530;Windows 10;22;11350
Lenovo;IdeaPad Y700-15ISK;Gaming;156;IPS Panel Full HD 1920x1080;Intel;Core i7 6700HQ;26;80;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 960;Windows 10;331;11960
Dell;Alienware 17;Gaming;173;IPS Panel 4K Ultra HD 3840x2160;Intel;Core i7 7700HQ;28;320;512GB SSD +  1TB HDD;Nvidia;GeForce GTX 1070;Windows 10;442;314737
Dell;Latitude E7470;Notebook;140;Full HD 1920x1080;Intel;Core i5 6300U;24;80;256GB SSD;Intel;HD Graphics 520;Windows 10;156;12290
Lenovo;Ideapad 320-15IAP;Notebook;156;1366x768;Intel;Celeron Dual Core N3350;11;40;500GB HDD;Intel;HD Graphics 500;Windows 10;22;4190
Lenovo;IdeaPad 320-15ISK;Notebook;156;Full HD 1920x1080;Intel;Core i5 6200U;23;40;500GB HDD;Intel;HD Graphics 520;Windows 10;22;5350
HP;15-ay047nv (i3-6006U/6GB/1TB/Radeon;Notebook;156;1920x1080;Intel;Core i3 6006U;20;60;1TB HDD;AMD;Radeon R5 M430;Windows 10;204;5390
MSI;GP72VR Leopard;Gaming;173;Full HD 1920x1080;Intel;Core i7 7700HQ;28;80;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 1060;Windows 10;27;148677
Toshiba;Satellite Pro;Notebook;156;1366x768;Intel;Core i3 6100U;21;40;128GB SSD;Intel;HD Graphics 520;Windows 10;21;4980
Dell;Latitude 3580;Notebook;156;Full HD 1920x1080;Intel;Core i5 7200U;25;80;1TB HDD;Intel;HD Graphics 620;Windows 10;206;9550
HP;15-bs012nv (i7-7500U/8GB/1TB/Radeon;Notebook;156;Full HD 1920x1080;Intel;Core i7 7500U;27;80;1TB HDD;AMD;Radeon 530;Windows 10;21;7450
Toshiba;Tecra Z50-D-10E;Notebook;156;IPS Panel Full HD 1920x1080;Intel;Core i5 7200U;25;80;256GB SSD;Intel;HD Graphics 620;Windows 10;20;12580
Acer;Aspire 3;Notebook;156;1366x768;Intel;Core i3 6006U;20;40;128GB SSD;Intel;HD Graphics 520;Linux;21;4120
Microsoft;Surface Laptop;Ultrabook;135;Touchscreen 2256x1504;Intel;Core i7 7600U;28;80;256GB SSD;Intel;Iris Plus Graphics 640;Windows 10 S;1252;186785
Lenovo;V310-15ISK (i5-7200U/8GB/1TB;Notebook;156;Full HD 1920x1080;Intel;Core i5 7200U;25;80;128GB SSD +  1TB HDD;AMD;Radeon R5 M430;Windows 10;19;81795
Lenovo;Yoga 720-13IKB;2 in 1 Convertible;133;IPS Panel Full HD / Touchscreen 1920x1080;Intel;Core i5 7200U;25;80;256GB SSD;Intel;HD Graphics 620;Windows 10;13;10340
Lenovo;IdeaPad 320-15AST;Notebook;156;1366x768;AMD;E-Series E2-9000;22;40;128GB SSD;AMD;Radeon R2 Graphics;Windows 10;22;3490
HP;Pavilion X360;2 in 1 Convertible;140;IPS Panel Full HD / Touchscreen 1920x1080;Intel;Core i3 7100U;24;40;128GB SSD;Nvidia;GeForce 940MX;Windows 10;163;6990
MSI;GP62 7RDX;Gaming;156;Full HD 1920x1080;Intel;Core i7 7700HQ;28;160;256GB SSD +  1TB HDD;Nvidia;GeForce GTX 1050;Windows 10;24;12940
Asus;Zenbook 3;Ultrabook;140;Full HD 1920x1080;Intel;Core i5 7200U;25;80;256GB SSD;Intel;HD Graphics 620;Windows 10;11;11350
HP;Chromebook X360;2 in 1 Convertible;116;Touchscreen 1366x768;Intel;Celeron Dual Core N3350;11;80;64GB Flash Storage;Intel;HD Graphics 500;Chrome OS;14;4950
LG;Gram 15Z975;Ultrabook;156;IPS Panel Full HD 1920x1080;Intel;Core i7 8550U;18;80;512GB SSD;Intel;HD Graphics 620;Windows 10;109;22990
Dell;Aspire VX5-591G;Gaming;156;Full HD 1920x1080;Intel;Core i5 7300HQ;25;160;256GB SSD;Nvidia;GeForce GTX 1050 Ti;Windows 10;25;12990
MSI;GV62M 7RD;Gaming;156;Full HD 1920x1080;Intel;Core i5 7300HQ;25;80;256GB SSD;Nvidia;GeForce GTX 1050;Windows 10;22;9979
Asus;L502NA-GO052T (N3350/4GB/128GB/W10);Notebook;156;1366x768;Intel;Celeron Dual Core N3350;11;40;128GB SSD;Intel;HD Graphics 500;Windows 10;186;4190
Dell;Alienware 15;Gaming;156;Full HD 1920x1080;Intel;Core i5 7300HQ;25;160;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 1060;Windows 10;321;20510
HP;17-bs000nv I3;Notebook;173;IPS Panel Full HD 1920x1080;Intel;Core i3 6006U;20;40;256GB SSD;AMD;Radeon R5 520;Windows 10;25;6990
Lenovo;Yoga 730;2 in 1 Convertible;133;IPS Panel Full HD / Touchscreen 1920x1080;Intel;Core i7 8550U;18;80;512GB SSD;Intel;UHD Graphics 620;Windows 10;119;14990
Dell;Alienware 15;Gaming;156;Full HD 1920x1080;Intel;Core i7 7820HK;29;160;256GB SSD +  1TB HDD;Nvidia;GeForce GTX 1070;Windows 10;349;281375
HP;250 G6;Notebook;156;1366x768;Intel;Core i5 7200U;25;40;500GB HDD;AMD;Radeon 520;Windows 10;186;61261
Dell;Inspiron 3567;Notebook;156;1366x768;Intel;Core i3 6006U;20;40;1TB HDD;AMD;Radeon R5 M430;Windows 10;22;54567
HP;17-Y002nv (A10-9600P/6GB/2TB/Radeon;Notebook;173;IPS Panel Full HD 1920x1080;AMD;A10-Series 9600P;24;60;2TB HDD;AMD;Radeon R7 M440;Windows 10;265;5690
Lenovo;V110-15ISK (3855U/4GB/500GB/W10);Notebook;156;1366x768;Intel;Celeron Dual Core 3855U;16;40;500GB HDD;Intel;HD Graphics 510;Windows 10;21;3180
Acer;Chromebook 14;Notebook;140;1366x768;Intel;Celeron Dual Core 3855U;16;40;32GB Flash Storage;Intel;HD Graphics 510;Chrome OS;145;3750
Lenovo;IdeaPad 520s-14IKB;Notebook;140;Full HD 1920x1080;Intel;Core i5 7200U;25;40;256GB SSD;Intel;HD Graphics 620;Windows 10;17;6990
HP;ZBook 17;Workstation;173;Full HD 1920x1080;Intel;Core i7 7700HQ;28;80;500GB HDD;Nvidia;Quadro M1200;Windows 10;314;1,90799E+16
Lenovo;ThinkPad X1;2 in 1 Convertible;140;Touchscreen 2560x1440;Intel;Core i7 7500U;27;80;256GB SSD;Intel;HD Graphics 620;Windows 10;142;25900
Toshiba;Satellite Pro;Notebook;133;IPS Panel Full HD 1920x1080;Intel;Core i5 7200U;25;80;256GB SSD;Intel;HD Graphics 620;Windows 10;15;9730
Acer;TravelMate B117-M;Netbook;116;1366x768;Intel;Celeron Dual Core N3050;16;40;32GB Flash Storage;Intel;HD Graphics;Windows 10;14;2690
Lenovo;Yoga 910-13IKB;2 in 1 Convertible;140;Full HD 1920x1080;Intel;Core i7 7500U;27;160;512GB SSD;Intel;HD Graphics 620;Windows 10;138;17490
Asus;Chromebook Flip;2 in 1 Convertible;125;Full HD / Touchscreen 1920x1080;Intel;Core M M3-6Y30;9E+15;40;64GB Flash Storage;Intel;HD Graphics 515;Chrome OS;1,2E+16;6690
Toshiba;Portege Z30T-C-133;Ultrabook;133;Full HD / Touchscreen 1920x1080;Intel;Core i7 6500U;25;160;512GB SSD;Intel;HD Graphics 520;Windows 10;136;18770
HP;15-bs011nv (i7-7500U/4GB/500GB/Radeon;Notebook;156;IPS Panel Full HD 1920x1080;Intel;Core i7 7500U;27;40;500GB HDD;AMD;Radeon 530;Windows 10;21;6890
Dell;Inspiron 5577;Gaming;156;Full HD 1920x1080;Intel;Core i5 7300HQ;25;80;1TB HDD;Nvidia;GeForce GTX 1050;Windows 10;256;8190
Lenovo;IdeaPad 320-15AST;Notebook;156;Full HD 1920x1080;AMD;A9-Series 9420;29;40;256GB SSD;AMD;Radeon 530;Windows 10;22;3990
Lenovo;IdeaPad 320-15ABR;Notebook;156;1366x768;AMD;A12-Series 9720P;36;80;1TB HDD;AMD;Radeon R7;Windows 10;22;4290
Lenovo;V310-15IKB (i5-7200U/4GB/1TB/FHD/W10);Notebook;156;Full HD 1920x1080;Intel;Core i5 7200U;25;40;1TB HDD +  1TB HDD;Intel;HD Graphics 620;Windows 10;21;62145
Lenovo;V310-15ISK (i3-6006U/4GB/500GB/No;Notebook;156;1366x768;Intel;Core i3 6006U;20;40;500GB HDD;Intel;HD Graphics 520;No OS;19;4500
Dell;Vostro 5568;Notebook;156;Full HD 1920x1080;Intel;Core i5 7200U;25;80;256GB SSD;Intel;HD Graphics 620;Windows 10;218;7950
Acer;Spin 5;2 in 1 Convertible;133;IPS Panel Full HD / Touchscreen 1920x1080;Intel;Core i5 8250U;16;80;256GB SSD;Intel;UHD Graphics 620;Windows 10;16;9990
Lenovo;ThinkPad P51s;Workstation;156;Full HD 1920x1080;Intel;Core i7 6500U;25;160;512GB SSD;Nvidia;Quadro M520M;Windows 7;218;18550
Lenovo;Thinkpad T460p;Notebook;140;Full HD 1920x1080;Intel;Core i5 6300HQ;23;80;256GB SSD;Intel;HD Graphics 520;Windows 10;18;11910
HP;17-ak002nv (A10-9620P/6GB/2TB/Radeon;Notebook;173;IPS Panel Full HD 1920x1080;AMD;A10-Series 9620P;25;60;2TB HDD;AMD;Radeon 530;Windows 10;271;65501
Lenovo;Legion Y520-15IKBN;Gaming;156;IPS Panel Full HD 1920x1080;Intel;Core i7 7700HQ;28;80;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 1050 Ti;Windows 10;25;12490
Dell;Latitude 5480;Notebook;140;Full HD 1920x1080;Intel;Core i5 7440HQ;28;80;256GB SSD;Nvidia;GeForce 930MX;Linux;164;10890
Dell;Vostro 5568;Notebook;156;Full HD 1920x1080;Intel;Core i5 7200U;25;80;1TB HDD;Intel;HD Graphics 620;Linux;198;7260
Asus;VivoBook E403NA;Notebook;140;Full HD 1920x1080;Intel;Celeron Dual Core N3350;11;40;32GB Flash Storage;Intel;HD Graphics 500;Windows 10;15;2980
Dell;Latitude 5580;Notebook;156;Full HD 1920x1080;Intel;Core i5 7300U;26;160;512GB SSD;Intel;HD Graphics 620;Windows 10;193;142666
Lenovo;Thinkpad E470;Notebook;140;IPS Panel Full HD 1920x1080;Intel;Core i5 7200U;25;80;256GB SSD;Nvidia;GeForce 920MX;Windows 10;187;85707
Dell;Latitude 5580;Notebook;156;Full HD 1920x1080;Intel;Core i5 7300U;26;80;256GB SSD;Intel;HD Graphics 620;Windows 10;19;11790
Lenovo;110-15ACL (A6-7310/4GB/500GB/W10);Notebook;156;1366x768;AMD;A6-Series 7310;20;40;500GB HDD;AMD;Radeon R4;Windows 10;219;2980
Mediacom;Smartbook 142;Notebook;140;IPS Panel Full HD 1920x1200;Intel;Atom Z8350;192;40;32GB HDD;Intel;HD Graphics 400;Windows 10;14;2650
HP;ProBook 470;Notebook;173;Full HD 1920x1080;Intel;Core i7 7500U;27;80;256GB SSD;Nvidia;GeForce 930MX;Windows 10;263;12000
Lenovo;ThinkPad X1;Ultrabook;140;IPS Panel Quad HD+ 2560x1440;Intel;Core i7 6500U;25;80;512GB SSD;Intel;HD Graphics 520;Windows 10;117;168664
HP;Pavilion X360;2 in 1 Convertible;133;IPS Panel Touchscreen 1366x768;Intel;Core i5 7200U;25;80;256GB SSD;Intel;HD Graphics 620;Windows 10;158;8366
Lenovo;ThinkPad T470s;Ultrabook;140;IPS Panel Full HD 1920x1080;Intel;Core i5 7200U;25;80;256GB SSD;Intel;HD Graphics 620;Windows 10;132;14990
Dell;Alienware 17;Gaming;173;4K Ultra HD 3840x2160;Intel;Core i7 7700HQ;28;320;1TB SSD +  1TB HDD;Nvidia;GeForce GTX 1070;Windows 10;436;3,6594E+16
MSI;GL72M 7REX;Gaming;173;Full HD 1920x1080;Intel;Core i7 7700HQ;28;80;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 1050 Ti;Windows 10;27;134848
Lenovo;V310-15IKB (i5-7200U/4GB/1TB/No;Notebook;156;1366x768;Intel;Core i5 7200U;25;40;1TB HDD;Intel;HD Graphics 620;No OS;19;4899
Dell;Inspiron 5570;Notebook;156;Full HD 1920x1080;Intel;Core i5 8250U;16;80;128GB SSD +  1TB HDD;AMD;Radeon 530;Windows 10;22;7190
Dell;Inspiron 5378;2 in 1 Convertible;133;Full HD / Touchscreen 1920x1080;Intel;Core i3 7100U;24;40;1TB HDD;Intel;HD Graphics 620;Windows 10;171;6490
Dell;Inspiron 5567;Notebook;156;1366x768;Intel;Core i5 7200U;25;80;1TB HDD;AMD;Radeon R7 M445;Linux;232;58952
HP;15-BW037na (A9-9420/4GB/1TB/Radeon;Notebook;156;Full HD 1920x1080;AMD;A9-Series 9420;30;40;1TB HDD;AMD;Radeon 520;Windows 10;21;4,89E+16
Acer;Predator 17;Gaming;173;IPS Panel Full HD 1920x1080;Intel;Core i7 6700HQ;26;160;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 1060;Windows 10;42;19350
Dell;Inspiron 3567;Notebook;156;1366x768;Intel;Core i5 7200U;25;120;1TB HDD;Intel;HD Graphics 620;Windows 10;225;6490
HP;15-BW091ND (A9-9420/6GB/1TB;Notebook;156;Full HD 1920x1080;AMD;A9-Series A9-9420;30;60;128GB SSD +  1TB HDD;AMD;Radeon 520;Windows 10;21;6500
Acer;Extensa EX2540-58KR;Notebook;156;1366x768;Intel;Core i5 7200U;25;40;500GB HDD;Intel;HD Graphics 620;Windows 10;24;5590
Lenovo;ThinkPad 13;Notebook;133;IPS Panel Full HD 1920x1080;Intel;Core i5 7200U;25;80;256GB SSD;Intel;HD Graphics 620;Windows 10;144;9600
Lenovo;V310-15IKB (i7-7500U/4GB/1TB/FHD/W10);Notebook;156;Full HD 1920x1080;Intel;Core i7 7500U;27;40;1TB HDD;Intel;HD Graphics 620;Windows 10;185;7790
HP;ZBook 15;Workstation;156;Full HD 1920x1080;Intel;Core i7 7700HQ;28;160;256GB SSD;Nvidia;Quadro M2200;Windows 10;26;24190
Dell;Inspiron 5379;2 in 1 Convertible;133;Full HD / Touchscreen 1920x1080;Intel;Core i5 8250U;16;80;1TB HDD;Intel;UHD Graphics 620;Windows 10;155;6590
MSI;GS63VR 7RF;Gaming;156;Full HD 1920x1080;Intel;Core i7 7700HQ;28;160;256GB SSD +  1TB HDD;Nvidia;GeForce GTX 1060;Windows 10;18;209448
Acer;Aspire ES1-572;Notebook;156;1366x768;Intel;Core i3 6006U;20;40;500GB HDD;Intel;HD Graphics 520;Windows 10;24;4,108E+16
Dell;Inspiron 7560;Notebook;156;Full HD 1920x1080;Intel;Core i7 7500U;27;80;128GB SSD +  1TB HDD;Nvidia;GeForce 940MX;Windows 10;20;12070
Dell;Vostro 3568;Notebook;156;1366x768;Intel;Core i3 6006U;20;80;256GB SSD;Intel;HD Graphics 520;Windows 10;20;6650
Toshiba;Tecra X40-D-10G;Notebook;140;IPS Panel Full HD / Touchscreen 1920x1080;Intel;Core i5 7200U;25;80;256GB SSD;Intel;HD Graphics 620;Windows 10;125;15350
Lenovo;Flex 5;2 in 1 Convertible;140;Full HD / Touchscreen 1920x1080;Intel;Core i5 7200U;25;80;256GB SSD;Intel;HD Graphics 620;Windows 10;17;9990
Lenovo;Thinkpad P51s;Workstation;156;IPS Panel 4K Ultra HD 3840x2160;Intel;Core i7 7600U;28;160;1TB SSD;Nvidia;Quadro M520M;Windows 10;25;32990
Acer;Chromebook 14;Notebook;140;1366x768;Intel;Celeron Dual Core N3060;16;20;32GB Flash Storage;Intel;HD Graphics 400;Chrome OS;168;3300
Samsung;Notebook 9;Ultrabook;133;Full HD 1920x1080;Intel;Core i7 7500U;27;160;256GB SSD;Intel;HD Graphics 620;Windows 10;81;16490
HP;250 G6;Notebook;156;Full HD 1920x1080;Intel;Core i3 6006U;20;80;256GB SSD;Intel;HD Graphics 520;Windows 10;186;5390
Dell;Latitude 5480;Notebook;140;1366x768;Intel;Core i5 7200U;25;80;256GB SSD;Intel;HD Graphics 620;Windows 10;16;112671
HP;Zbook 17;Workstation;173;IPS Panel Full HD 1920x1080;Intel;Xeon E3-1535M v5;29;160;256GB SSD;Nvidia;Quadro M2000M;Windows 7;30;43890
Lenovo;N23 (N3060/4GB/128GB/W10);Netbook;116;Touchscreen 1366x768;Intel;Celeron Dual Core N3060;16;40;128GB SSD;Intel;HD Graphics 400;Windows 10;14;4750
HP;EliteBook 850;Notebook;156;Full HD 1920x1080;Intel;Core i5 6300U;24;80;256GB SSD;Intel;HD Graphics 520;Windows 10;184;19000
Asus;X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce;Notebook;156;1366x768;Intel;Core i5 6300HQ;23;40;1TB HDD;Nvidia;GeForce GTX 950M;No OS;245;5790
Lenovo;Thinkpad T460;Ultrabook;140;Full HD 1920x1080;Intel;Core i5 6200U;23;40;180GB SSD;Intel;HD Graphics 520;Windows 10;17;10960
Asus;Pro P2540UA-XO0192R;Notebook;156;1366x768;Intel;Core i7 7500U;27;40;256GB SSD;Intel;HD Graphics 620;Windows 10;237;8499
Lenovo;Yoga 900-13ISK;2 in 1 Convertible;133;IPS Panel Quad HD+ / Touchscreen 3200x1800;Intel;Core i5 6260U;18;80;256GB SSD;Intel;HD Graphics 540;Windows 10;13;11990
HP;15-cb003na (i5-7300HQ/8GB/1TB;Notebook;156;IPS Panel Full HD 1920x1080;Intel;Core i5 7300HQ;25;80;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 1050;Windows 10;22;10990
HP;ZBook 15;Workstation;156;Full HD 1920x1080;Intel;Core i7 6700HQ;26;80;256GB SSD;Nvidia;Quadro M1000M;Windows 7;259;15610
Dell;Alienware 17;Gaming;156;IPS Panel 4K Ultra HD 3840x2160;Intel;Core i7 7700HQ;28;160;256GB SSD +  1TB HDD;Nvidia;GeForce GTX 1070;Windows 10;442;286899
Acer;Aspire 3;Notebook;156;1366x768;Intel;Core i5 7200U;25;40;256GB SSD;Intel;HD Graphics 620;Windows 10;21;5990
Lenovo;Legion Y520-15IKBN;Gaming;156;IPS Panel Full HD 1920x1080;Intel;Core i7 7700HQ;28;80;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 1050;Windows 10;25;10480
Dell;Latitude 7280;Ultrabook;125;Full HD 1920x1080;Intel;Core i7 7600U;28;160;256GB SSD;Intel;HD Graphics 620;Windows 10;118;18590
Google;Pixelbook (Core;Ultrabook;123;Touchscreen 2400x1600;Intel;Core i5 7Y57;12;80;256GB SSD;Intel;HD Graphics 615;Chrome OS;11;15590
Asus;Zenbook UX330UA-AH5Q;Ultrabook;133;IPS Panel Quad HD+ 3200x1800;Intel;Core i5 7200U;25;80;256GB SSD;Intel;HD Graphics 620;Windows 10;1,2E+16;11290
Dell;Latitude 3380;Notebook;133;1366x768;Intel;Core i3 6006U;20;40;500GB HDD;Intel;HD Graphics 520;Windows 10;165;8490
Acer;TravelMate P238-M;Notebook;133;1366x768;Intel;Core i5 6200U;23;40;128GB SSD;Intel;HD Graphics 520;Windows 10;16;6550
Asus;X751NV-TY001 (N4200/4GB/1TB/GeForce;Notebook;173;1366x768;Intel;Pentium Quad Core N4200;11;40;1TB HDD;Nvidia;GeForce 920MX;Windows 10;28;4,7034E+15
Dell;Inspiron 7559;Gaming;156;IPS Panel Touchscreen / 4K Ultra HD 3840x2160;Intel;Core i7 6700HQ;26;160;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 960M;Windows 10;272;10990
Samsung;Notebook 9;Ultrabook;133;Full HD / Touchscreen 1920x1080;Intel;Core i7 7500U;27;80;256GB SSD;Intel;HD Graphics 620;Windows 10;131;15990
Acer;Aspire A315-31;Notebook;156;1366x768;Intel;Pentium Quad Core N4200;11;40;1TB HDD;Intel;HD Graphics 505;Linux;21;2980
Dell;Inspiron 5567;Notebook;156;Full HD 1920x1080;Intel;Core i7 7500U;27;160;256GB SSD;AMD;Radeon R7 M445;Windows 10;23;118127
Samsung;Notebook 9;2 in 1 Convertible;150;Full HD / Touchscreen 1920x1080;Intel;Core i7 7500U;27;160;256GB SSD;AMD;Radeon 540;Windows 10;171;17990
Toshiba;Tecra A40-C-1E5;Notebook;140;IPS Panel 1366x768;Intel;Core i5 6200U;23;40;128GB SSD;Intel;HD Graphics 520;Windows 10;175;10200
Dell;Inspiron 7567;Gaming;156;Full HD 1920x1080;Intel;Core i7 7700HQ;28;80;1TB HDD;Nvidia;GeForce GTX 1050;Windows 10;262;10990
HP;EliteBook 820;Ultrabook;125;1366x768;Intel;Core i5 6200U;23;40;256GB SSD;Intel;HD Graphics 520;Windows 10;126;12440
Asus;Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce;2 in 1 Convertible;156;Full HD / Touchscreen 1920x1080;Intel;Core i7 7500U;27;120;2TB HDD;Nvidia;GeForce 940MX;Windows 10;23;8390
Lenovo;Thinkpad P50;Notebook;156;4K Ultra HD 3840x2160;Intel;Core i7 6820HQ;27;160;512GB SSD;Nvidia;Quadro M2000M;Windows 7;25;23700
Acer;Swift 3;Notebook;140;IPS Panel Full HD 1920x1080;Intel;Core i3 7100U;24;40;128GB SSD;Intel;HD Graphics 620;Windows 10;18;6360
Razer;Blade Pro;Gaming;140;Full HD 1920x1080;Intel;Core i7 7700HQ;28;160;512GB SSD;Nvidia;GeForce GTX 1060;Windows 10;195;28990
Asus;Vivobook Max;Notebook;156;1920x1080;Intel;Pentium Dual Core N4200;11;80;128GB SSD;Intel;HD Graphics 505;Windows 10;20;5819
Dell;Alienware 17;Gaming;173;IPS Panel Full HD 1920x1080;Intel;Core i7 7700HQ;28;320;1TB SSD +  1TB HDD;Nvidia;GeForce GTX 1070M;Windows 10;442;35888
Asus;Rog G752VS-BA171T;Gaming;173;IPS Panel Full HD 1920x1080;Intel;Core i7 6700HQ;26;160;256GB SSD +  1TB HDD;Nvidia;GeForce GTX 1070;Windows 10;43;23500
Toshiba;Tecra Z40-C-161;Ultrabook;140;IPS Panel Full HD 1920x1080;Intel;Core i7 6600U;26;160;512GB SSD;Nvidia;GeForce 930M;Windows 10;147;17640
Lenovo;IdeaPad 110-15IBR;Notebook;156;1366x768;Intel;Celeron Quad Core N3710;16;80;1TB HDD;Intel;HD Graphics 405;No OS;22;3290
Lenovo;ThinkPad T470s;Ultrabook;140;Full HD 1920x1080;Intel;Core i7 7500U;27;160;512GB SSD;Intel;HD Graphics 620;Windows 10;17;22990
MSI;GS43VR 7RE;Gaming;140;IPS Panel Full HD 1920x1080;Intel;Core i7 7700HQ;28;160;256GB SSD +  1TB HDD;Nvidia;GeForce GTX 1060;Windows 10;16;18910
MSI;GL62M (i5-7300HQ/8GB/1TB;Gaming;156;Full HD 1920x1080;Intel;Core i5 7300HQ;25;80;128GB SSD +  1TB HDD;Nvidia;GeForce GTX 1050;Windows 10;22;10890
Lenovo;Legion Y520-15IKBN;Gaming;156;IPS Panel Full HD 1920x1080;Intel;Core i7 7700HQ;28;40;1TB HDD;Nvidia;GeForce GTX 1050;Windows 10;24;9990
Acer;Predator G9-793;Gaming;173;IPS Panel Full HD 1920x1080;Intel;Core i7 7700HQ;28;160;256GB SSD +  1TB HDD;Nvidia;GeForce GTX 1060;Windows 10;42;22990
Dell;Inspiron 7567;Gaming;156;Full HD 1920x1080;Intel;Core i5 7300HQ;25;80;256GB SSD;Nvidia;GeForce GTX 1050;Windows 10;262;9850
